frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px,topo_ruler_mm_estimado,topo_minimo_config_mm
585,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,93.5,26.0,10.0,388.0,313.0,2.6,0.3596153846153846,0.3487725301789371,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,124.5,16.0,16.0,219.0,307.0,1.0,0.486328125,0.6976559941939464,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,5.5,4.0,4.0,195.0,286.0,1.0,0.34375,0.8399544551501442,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,31.0,7.0,10.0,211.0,285.0,0.7,0.44285714285714284,0.6079390145634527,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,216.0,276.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,659.0,31.0,31.0,0.0,204.0,1.0,0.6857440166493236,0.7544406924032455,False,True,75.0,73.0,70.0,80.0,6000.0,,
585,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,6.0,396.0,89.0,1.1666666666666667,0.35714285714285715,0.6288121668080807,False,False,75.0,73.0,70.0,80.0,6000.0,,
585,11,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3280.0,92.0,104.0,249.0,57.0,0.8846153846153846,0.342809364548495,0.305124164715016,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,370.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,95.0,26.0,10.0,388.0,313.0,2.6,0.36538461538461536,0.3473217287952436,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,114.5,16.0,15.0,219.0,307.0,1.0666666666666667,0.47708333333333336,0.6994529826523019,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,195.0,286.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,26.5,6.0,9.0,211.0,285.0,0.6666666666666666,0.49074074074074076,0.69436456044183,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.5,4.0,4.0,216.0,276.0,1.0,0.28125,0.6872354633046636,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,662.0,31.0,31.0,0.0,204.0,1.0,0.6888657648283039,0.7578751703101665,False,True,75.0,73.0,70.0,80.0,6000.0,,
586,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,6.0,396.0,89.0,1.1666666666666667,0.35714285714285715,0.6288121668080807,False,False,75.0,73.0,70.0,80.0,6000.0,,
586,11,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3286.0,93.0,104.0,249.0,57.0,0.8942307692307693,0.33974358974358976,0.3043089579098719,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,370.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,96.0,26.0,10.0,388.0,313.0,2.6,0.36923076923076925,0.35097774699308826,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,659.0,31.0,32.0,0.0,203.0,0.96875,0.6643145161290323,0.7426497942958381,False,True,75.0,73.0,70.0,80.0,6000.0,,
587,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,6.0,396.0,89.0,1.1666666666666667,0.35714285714285715,0.6288121668080807,False,False,75.0,73.0,70.0,80.0,6000.0,,
587,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3298.0,93.0,98.0,249.0,57.0,0.9489795918367347,0.3618608733816107,0.32633545299018085,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,370.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,95.0,25.0,9.0,389.0,313.0,2.7777777777777777,0.4222222222222222,0.383425328864345,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,666.0,31.0,32.0,0.0,203.0,0.96875,0.6713709677419355,0.7505383336635996,False,True,75.0,73.0,70.0,80.0,6000.0,,
588,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,6.0,396.0,89.0,1.1666666666666667,0.35714285714285715,0.6288121668080807,False,False,75.0,73.0,70.0,80.0,6000.0,,
588,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3282.5,93.0,99.0,249.0,56.0,0.9393939393939394,0.35652221136092105,0.32223910552904433,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,10.0,7.0,3.0,369.0,323.0,2.3333333333333335,0.47619047619047616,0.6737651151184011,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,95.0,25.0,9.0,389.0,313.0,2.7777777777777777,0.4222222222222222,0.383425328864345,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.0,31.0,32.0,0.0,203.0,0.96875,0.6663306451612904,0.7449036631707876,False,True,75.0,73.0,70.0,80.0,6000.0,,
589,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,6.0,396.0,89.0,1.1666666666666667,0.35714285714285715,0.6288121668080807,False,False,75.0,73.0,70.0,80.0,6000.0,,
589,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3300.5,93.0,103.0,249.0,56.0,0.9029126213592233,0.34455579914396073,0.31424419252835134,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,10.0,7.0,3.0,369.0,323.0,2.3333333333333335,0.47619047619047616,0.6737651151184011,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,96.0,25.0,9.0,389.0,313.0,2.7777777777777777,0.4266666666666667,0.3762076277779908,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,114.5,15.0,15.0,219.0,306.0,1.0,0.5088888888888888,0.7534988792422296,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,10.0,6.0,4.0,194.0,285.0,1.5,0.4166666666666667,0.8061450759506535,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,36.0,8.0,11.0,210.0,283.0,0.7272727272727273,0.4090909090909091,0.6219168988238888,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,3.0,3.0,4.0,216.0,276.0,0.75,0.25,0.6430287180776717,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,664.5,31.0,32.0,0.0,203.0,0.96875,0.6698588709677419,0.7406083521730953,False,True,75.0,73.0,70.0,80.0,6000.0,,
590,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,15.0,7.0,7.0,396.0,88.0,1.0,0.30612244897959184,0.5726962118943486,False,False,75.0,73.0,70.0,80.0,6000.0,,
590,11,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3290.0,93.0,102.0,249.0,56.0,0.9117647058823529,0.3468269028041324,0.31425708786796586,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,369.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,97.0,25.0,9.0,389.0,313.0,2.7777777777777777,0.4311111111111111,0.3801264572340115,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,112.5,15.0,14.0,219.0,306.0,1.0714285714285714,0.5357142857142857,0.7403373186878339,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,195.0,285.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,29.5,6.0,10.0,211.0,284.0,0.6,0.49166666666666664,0.6490145598691538,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,216.0,275.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,400.0,209.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,664.5,31.0,32.0,0.0,203.0,0.96875,0.6698588709677419,0.7406083505101783,False,True,75.0,73.0,70.0,80.0,6000.0,,
591,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,3.0,5.0,339.0,169.0,0.6,0.4,0.8085181428902574,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,11,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.0,8.0,7.0,396.0,88.0,1.1428571428571428,0.32142857142857145,0.5575339881204032,False,False,75.0,73.0,70.0,80.0,6000.0,,
591,12,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3281.5,93.0,103.0,249.0,56.0,0.9029126213592233,0.3425722935588266,0.3104297806560613,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,10.0,7.0,3.0,369.0,323.0,2.3333333333333335,0.47619047619047616,0.6737651151184011,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,98.5,25.0,9.0,389.0,313.0,2.7777777777777777,0.43777777777777777,0.3781408255367658,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,7.0,5.0,4.0,400.0,208.0,1.25,0.35,0.8001063873003664,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,663.5,31.0,32.0,0.0,203.0,0.96875,0.6688508064516129,0.7394938157464308,False,True,75.0,73.0,70.0,80.0,6000.0,,
592,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,414.0,96.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.0,8.0,7.0,396.0,88.0,1.1428571428571428,0.32142857142857145,0.5575339881204032,False,False,75.0,73.0,70.0,80.0,6000.0,,
592,7,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3285.5,93.0,103.0,249.0,56.0,0.9029126213592233,0.3429898736820127,0.3088196049267264,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,10.0,7.0,3.0,369.0,323.0,2.3333333333333335,0.47619047619047616,0.6737651151184011,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,98.5,25.0,9.0,389.0,313.0,2.7777777777777777,0.43777777777777777,0.3781408255367658,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,127.0,15.0,16.0,219.0,305.0,0.9375,0.5291666666666667,0.7561541250057319,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,195.0,285.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,28.5,6.0,9.0,211.0,284.0,0.6666666666666666,0.5277777777777778,0.7467694329280058,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,7.0,5.0,4.0,400.0,208.0,1.25,0.35,0.8001063873003664,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,661.5,31.0,32.0,0.0,203.0,0.96875,0.6668346774193549,0.7372647478743454,False,True,75.0,73.0,70.0,80.0,6000.0,,
593,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,414.0,95.0,1.0,0.25,0.6981317246937627,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,9.5,6.0,6.0,9.0,90.0,1.0,0.2638888888888889,0.5503646453235944,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.0,8.0,7.0,396.0,88.0,1.1428571428571428,0.32142857142857145,0.5575339881204032,False,False,75.0,73.0,70.0,80.0,6000.0,,
593,11,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3302.5,93.0,103.0,249.0,56.0,0.9029126213592233,0.3447645892055538,0.3124163794835808,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,369.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,97.5,25.0,9.0,389.0,313.0,2.7777777777777777,0.43333333333333335,0.3743018323841083,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,5.5,4.0,4.0,400.0,208.0,1.0,0.34375,0.8399544551501442,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,660.0,31.0,32.0,0.0,203.0,0.96875,0.6653225806451613,0.7437767270540175,False,True,75.0,73.0,70.0,80.0,6000.0,,
594,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,3.0,4.0,339.0,168.0,0.75,0.3333333333333333,0.8573716241035623,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,414.0,95.0,1.0,0.25,0.6981317246937627,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,9.5,6.0,6.0,9.0,90.0,1.0,0.2638888888888889,0.5503646453235944,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,18.0,8.0,7.0,396.0,88.0,1.1428571428571428,0.32142857142857145,0.5575339881204032,False,False,75.0,73.0,70.0,80.0,6000.0,,
594,9,Objeto escuro rejeitado porque a área é pequena demais para ser a bolinha.,too_small_area,3324.0,93.0,103.0,249.0,56.0,0.9029126213592233,0.3470090823676793,0.3169048238716048,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,6.0,3.0,369.0,323.0,2.0,0.4444444444444444,0.7398388372977943,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,97.5,25.0,9.0,389.0,313.0,2.7777777777777777,0.43333333333333335,0.3743018323841083,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,130.0,16.0,16.0,219.0,303.0,1.0,0.5078125,0.7468386849808979,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,72.5,24.0,11.0,193.0,280.0,2.1818181818181817,0.2746212121212121,0.21555507242697802,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.5,4.0,5.0,216.0,273.0,0.8,0.325,0.6664141620305566,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,5.5,4.0,4.0,400.0,208.0,1.0,0.34375,0.8399544551501442,False,False,75.0,73.0,70.0,80.0,6000.0,,
595,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,662.0,31.0,32.0,0.0,203.0,0.96875,0.6673387096774194,0.7460305959238782,False,True,75.0,73.0,70.0,80.0,6000.0,,
595,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,414.0,95.0,1.0,0.25,0.6981317246937627,False,False,75.0,73.0,70.0,80.0,6000.0,,
